business_type,annual_revenue,employee_count,current_tech_investment,customer_satisfaction,operational_efficiency,complexity_level,data_availability,workforce_skill_level,ai_integration_cost,potential_improvement,ai_beneficial
Tech,307982674.9613603,979,1990173.1922092708,2.470300825585782,0.8860760138079191,Medium,Poor,7.645161494090753,219953.30248467976,0.04285815895928382,0
Finance,803222871.9348308,3809,6976945.493047905,2.6601314595389502,0.585231255790821,Medium,Rich,2.273690822049641,3974444.228355957,0.1185964202456676,0
Manufacturing,539622115.3985792,3749,2265284.5686794803,2.820645542423833,0.6922579068531333,Medium,Poor,8.942231754488219,158299.37800126252,0.1464070111543873,0
Retail,311996391.45684767,1513,5993502.332682142,4.480363513395801,0.6734794751887929,Low,Poor,6.241559575676527,1536464.1170411787,0.09130751857529538,0
Manufacturing,610723449.5276074,3325,2719886.766561038,1.4603518505835786,0.7159035475538886,Medium,Rich,2.1415953420333746,129027.92072461161,0.06952382618889306,0
Retail,716434523.5489703,4978,6653492.553459299,4.580140968361883,0.8908899129643632,Low,Poor,5.157326837851615,1943386.925146471,0.4062447622558291,1
Finance,273351376.73280025,1104,8167903.312551338,5.605367024032308,0.7420865160817037,High,Moderate,8.603125640793204,409486.5880042826,0.09184545367981276,0
Finance,414135552.42382616,1950,7802449.907132066,5.349648564696927,0.8970072251329814,Medium,Rich,9.078059741078441,4576203.737473082,0.18714826316376168,0
Tech,122764207.2436106,1507,7632428.176214739,4.445056903627365,0.788244451569933,Medium,Poor,3.3818455449888534,2136828.5462980564,0.10560427403767446,0
Manufacturing,181968200.18514565,1449,1958451.8163532955,8.552319472636773,0.6710347173287776,Medium,Moderate,7.4013924223940775,2351529.2968356092,0.16631341704936378,0
Tech,681436736.1110178,3465,975010.9751467352,2.3079402317845368,0.9049893718417362,High,Moderate,1.8998672273539903,1814266.1568451887,0.14474423367633946,0
Manufacturing,182256909.34793133,492,7019593.402025118,5.5512706940323655,0.6191448352765458,Medium,Poor,1.3019128427094202,3174780.155588655,0.0338204793016127,0
Tech,525638220.2833931,3700,3746637.416564078,1.5583727526089888,0.6121914898998977,Low,Moderate,6.043590584379485,3943599.7714291983,0.07059766775569351,0
Healthcare,709337215.4607103,4702,4380227.641393138,1.6404011099011877,0.7522514620274179,High,Rich,7.253448213953133,3275919.040939992,0.11604480828937873,0
Healthcare,107770046.1716491,1228,408376.01865457156,6.164792647093867,0.6304246229810444,High,Poor,8.162080580588517,3766214.880136125,0.09545089469217943,0
Healthcare,567744907.4092747,4508,2669806.847822987,6.094165823990388,0.5045435174756081,High,Moderate,4.061946146098012,4539270.951195376,0.2772214309801639,0
Healthcare,257306220.9176624,1307,433396.3983571938,8.902301615600113,0.8241487636494007,High,Moderate,1.058728693859983,4331378.005190001,0.19178449754522162,0
Retail,962963948.3623422,3684,8803939.148752352,6.020863080940659,0.755546910736199,High,Poor,5.315673134002184,3402886.4184931093,0.33517359881675923,1
Healthcare,484062101.0732048,1891,2509627.1638634517,9.638119183643651,0.7227589072465805,Low,Poor,1.142681908362103,1151726.0182317002,0.26345550001710355,0
Finance,806186557.2253829,2359,5617637.97877278,1.4382536355993678,0.9834842573091577,High,Poor,1.8278605960371994,3224743.970105451,0.06673610097114642,0
Finance,550676315.6141055,960,485895.2745451911,1.8820691630266695,0.7855995919814569,Medium,Poor,3.9402012027857354,2579807.1691285037,0.02838821311784897,0
Retail,44369120.321964346,4390,6701789.173926014,1.3965927541334326,0.9317157888946923,High,Rich,4.934548446041594,3614374.2319510584,0.11424777622808331,0
Healthcare,633518224.2184284,4687,3297970.722965529,2.66749165300186,0.5697251181025801,High,Poor,3.515224971066837,4181365.077125283,0.14246014610291685,0
Healthcare,951451938.8644503,4059,8989399.95088089,5.871430998475103,0.7846032315647138,High,Rich,6.23678739854237,3739335.3362134453,0.37397545643269303,1
Healthcare,602010208.3261849,2219,8892370.070446955,6.810149632846852,0.9339898133654514,High,Rich,1.4981481029628567,4248149.732810298,0.28228388886736877,0
Tech,819369670.5673634,2222,3320377.121781303,1.4102664215380192,0.791552878639949,High,Poor,2.3012173921562624,412945.2293710169,0.049608391803249656,0
Manufacturing,884322256.8850594,173,9019512.867335632,9.513738008610394,0.8590070890635008,Low,Rich,7.257325606798902,254938.18736357338,0.028276394639396636,0
Tech,228851692.17698354,3208,9961960.96763791,8.579488389853429,0.6860217839061037,Low,Poor,2.2792676823812594,1366652.7817280104,0.37762753408220645,1
Manufacturing,212832795.06831843,835,8271615.074827086,3.669512339413838,0.5462247585185334,High,Poor,6.757976814133802,4513263.812132279,0.03347312080766761,0
Healthcare,611370007.8621408,2466,8464226.342776766,1.6946877720382116,0.7289501475635357,Low,Moderate,1.49216158678029,4135930.329821472,0.06092711190204777,0
Healthcare,411617441.336898,846,2565186.4874799903,2.5289836589715153,0.6972396954194288,Medium,Poor,4.666440512072263,3445363.759197027,0.029835167910046038,0
Tech,840021441.5638536,4222,5809353.748691788,2.142499723794754,0.9335300911894737,High,Moderate,2.596685231090641,3533717.470454608,0.1688874275558254,0
Tech,900123100.2746131,4204,765833.5482769418,2.1095540136905218,0.6219976511762362,Medium,Rich,1.9867265428166778,3660685.2993652415,0.1103245329010957,0
Manufacturing,354067957.92341536,1986,1039687.5745345302,5.667055197991606,0.983367113767554,Medium,Moderate,6.103295051511048,4718753.2323752595,0.22135144574460588,0
Finance,237633688.41550758,2206,9989036.859129578,3.212626982440603,0.979069059902248,High,Rich,9.355021948050595,4177736.646307032,0.1387743279401893,0
Manufacturing,780744989.7286179,3857,3333728.5693165185,4.2232574487623005,0.6238158215357194,Medium,Poor,1.4930834313119394,3154612.896432533,0.20322801562574447,0
Tech,275531229.51258796,1351,7507020.729283579,9.905548000458902,0.6740259777386602,Medium,Rich,4.793988233962308,3362005.6327599883,0.18040164218677754,0
Tech,822791704.1951647,4213,8085984.024965483,7.158828240328103,0.9477778704369425,Medium,Rich,7.367818939708993,1147327.2840994976,0.5717023292290841,1
Retail,424314515.39511406,3190,8594430.38297157,9.540826003423012,0.9833111104480537,High,Poor,5.164190485190443,3320862.243265735,0.5985460935267196,1
Tech,667882349.392179,3286,9976520.14428135,2.28300899529804,0.721719551418022,High,Rich,8.258463514947207,2180927.1608504467,0.10828633322217594,0
Retail,96439778.5208335,2402,2490815.2040429916,4.439255273493123,0.660498522820449,Medium,Poor,2.616807842777185,849513.1659681443,0.14085911928914724,0
Finance,624235465.3518964,1982,499473.1859110271,5.992586229541189,0.7630470066257711,High,Moderate,9.636347845249665,4051373.814308214,0.18125885438154543,0
Manufacturing,452315911.0584919,2771,4170796.028146401,1.6908225569986421,0.8438846031828674,High,Poor,4.466463649952865,2600210.789035414,0.07907653257257671,0
Manufacturing,587021854.7122986,414,1387798.6313065747,1.0376869926516208,0.6367372576874899,Medium,Poor,4.074126696498476,4889382.7042781655,0.005470877271922685,0
Retail,168846193.53711855,4966,322016.3027043457,7.033909004172258,0.8682365873095363,High,Rich,8.871452150528492,1480228.8369251722,0.6065568888613587,1
Manufacturing,737136871.199238,2440,3668225.5887007127,6.776375651212918,0.5258286785573205,Low,Moderate,6.074803287025899,2455283.550294876,0.1738847775193622,0
Tech,862934280.4656854,996,7859008.685644841,4.697099289996506,0.5246472463822083,High,Poor,5.647999077125394,2295177.727877454,0.049089258552931406,0
Healthcare,217523060.29068488,1427,5705188.843128202,5.4067966842882935,0.6931438525727727,Low,Moderate,7.542801275755878,691819.6599196357,0.10695901220437351,0
Retail,96618840.96464157,1489,3196502.093182505,4.738987005328807,0.6767365960303603,Medium,Moderate,6.218508144529814,2187964.8662708197,0.0955058279329338,0
Manufacturing,24614947.46029006,3230,6577985.854377925,1.2160454036039998,0.6578166076835761,High,Rich,2.462640802814038,1509011.936462532,0.05167579209734404,0
Retail,642329528.9428227,4907,2396979.985057226,4.018344455957162,0.745509881334455,Medium,Poor,7.067778605784367,885570.3096979785,0.29399951902490873,0
Retail,607486942.0526919,390,242376.31611364175,2.5937402985756086,0.6603667911557856,Medium,Rich,2.2012199135391564,1482562.3617770826,0.013359995672882225,0
Healthcare,547150715.301356,3039,7667098.525720631,1.8858177019123188,0.596128959234046,Medium,Poor,8.252719348006558,1242933.2872053208,0.06832830126104583,0
Tech,232715149.01985943,432,6275056.54015369,9.610483905004148,0.6547347745443004,Medium,Moderate,9.907629379410439,3696960.3019288024,0.05436562763063104,0
Retail,391515089.90960914,1606,7646795.982559504,6.3942375253794905,0.9874521364051174,Medium,Poor,4.396488624772987,250798.37346988448,0.20280579258438208,0
Manufacturing,594881858.8509868,349,485486.3652078895,7.5579065581294245,0.7055567084974244,High,Poor,5.0028030838181134,3125567.4647747846,0.037221071086508566,0
Finance,497270092.0003102,188,8387484.315523457,3.8382736893950575,0.7223563884291679,Low,Moderate,1.4179028993453109,3827240.575915672,0.01042498171547866,0
Retail,987797734.6946725,408,6233309.380359403,4.538324165446137,0.78827249497557,High,Moderate,1.1235986927432045,2455544.9366979687,0.029191878681297845,0
Retail,137303312.8041764,4981,5677613.972055137,3.1323159450705114,0.9916703842071133,High,Poor,9.292774013886948,4664668.4020388005,0.3094421301870658,1
Healthcare,695449409.4935462,1572,6283679.076333863,1.8726910386888227,0.6208006382178815,High,Rich,2.1576165439527286,3568615.406659023,0.036551131380572074,0
Tech,404914449.33618784,3506,8657889.143996805,2.611284736974254,0.8406410552662169,High,Poor,5.012008728035233,3764825.8914259444,0.15392413936116908,0
Finance,428771415.31068915,1677,5910671.4149331795,8.177626407668372,0.8579923467708621,Low,Moderate,8.338191614700053,1064974.0884602643,0.23532807286468174,0
Manufacturing,717880167.892518,1353,5851408.760892975,7.097912246653983,0.803662208396533,High,Rich,9.003868839354876,3908748.3216114603,0.15435900287093895,0
Finance,692743715.1730453,1184,9907723.65495108,5.922359883869293,0.5442891698183221,Medium,Moderate,5.674579167551209,4177264.206807263,0.07633191983909915,0
Manufacturing,991264737.7084861,2236,7591628.653978823,5.275808855800912,0.8384361379137882,High,Moderate,6.085292724783548,1870205.303189349,0.1978157359999084,0
Tech,129265895.16467111,3220,4478708.673966239,9.30190855290512,0.5320473555180878,High,Rich,7.0271557521694525,1145479.033361559,0.3187191965367699,1
Manufacturing,105005539.73478217,3885,7103230.300325984,1.6546145300080157,0.7980713247749485,Low,Moderate,9.652442231293437,1986748.3280977218,0.1026028818535327,0
Healthcare,724614478.3116124,2201,3953381.669748706,3.5254073191412436,0.8697905886108713,Low,Moderate,6.424029648500546,3724079.048100672,0.13498143603933738,0
Healthcare,578808530.0894027,1287,2365867.07858664,4.149440682136427,0.6054849453099752,Medium,Moderate,6.035277335107116,2146431.1287566433,0.06466979027198189,0
Healthcare,274886505.89324605,3785,6008833.581188818,8.04183230991509,0.920811003771387,High,Moderate,1.130807217393916,3709594.188601461,0.5605590814860744,1
Healthcare,80339949.61999762,2884,9289002.77132812,9.932631581457741,0.5151769027665021,High,Moderate,1.7285473182012048,656466.2507899345,0.2951521577586303,0
Finance,86572591.34683411,4310,9298481.248153081,3.1660346328143776,0.921906431829153,High,Moderate,6.194544639615966,4049457.3813935737,0.2515994989974237,0
Tech,894296683.7894542,1048,3484862.253244354,8.868766007233726,0.7301645253213825,Medium,Moderate,9.426163490264829,1340716.6600475512,0.13572979842614843,0
Manufacturing,192675457.39402416,2617,5324006.91559478,8.47560484388612,0.6087939699658222,Low,Moderate,8.800222135594556,1319752.0398015091,0.27006901530115335,0
Manufacturing,324048190.5534052,1357,2195195.395841626,3.0219165787758997,0.566889072496984,Medium,Moderate,9.84321030692984,2992866.7294989177,0.04649330294376004,0
Healthcare,227429745.82476103,706,9956747.984038945,4.593993221793003,0.9766535837911863,High,Poor,5.750506338051466,443578.4241602493,0.06335276800894894,0
Healthcare,355641309.52610534,2710,9813067.287892563,4.687055823632672,0.5363327937905784,Low,Poor,8.091378445939903,228858.86075487596,0.1362491385541391,0
Retail,70354418.90334727,2261,6530138.404103729,9.803986016739024,0.5995467099679628,Low,Moderate,8.563602983404063,1379040.4599379015,0.26580078870425045,0
Tech,519540731.1173621,1959,8063699.190806987,2.628027112410085,0.673911173716523,Medium,Poor,6.8322849159777554,2736530.9986006315,0.06939000682990085,0
Finance,68544951.02862269,3780,7179491.59670863,8.192421739943038,0.8101174244805602,Low,Rich,4.048749137930566,4547320.292503613,0.501743864176723,1
Manufacturing,800556151.3145392,2096,5972266.368490735,4.007734427557989,0.7724005426380491,Low,Poor,5.22980591192015,4247532.363905804,0.12976655625726166,0
Retail,234478369.8285226,3212,628145.1701900872,7.577833111985443,0.562821746206157,High,Moderate,8.721253650192109,2503187.65361278,0.27398162555446615,0
Retail,540471902.6899061,1190,4602166.991271345,4.780099038660966,0.6448639918691073,High,Moderate,3.6869313338394756,281554.7690981146,0.0733638271928941,0
Manufacturing,880199008.4738967,316,6780384.391457364,6.20523786804886,0.619375885543012,Low,Poor,9.313688181399836,2722738.3996836147,0.024290128101015662,0
Finance,651226491.678147,1895,6807562.977448478,8.493505959935181,0.6067714272451707,Low,Moderate,3.068257072803986,3553498.439633948,0.19532207420439637,0
Retail,533424828.764784,1758,3793913.9223815976,8.237490084854958,0.7055721682399936,Medium,Rich,7.745647736411026,1761906.2093726655,0.2043549738993339,0
Retail,325009419.3622602,3680,9422750.667914502,8.797808651857302,0.8520157262958284,Medium,Rich,6.675033109111645,644210.186080108,0.5516961297646407,1
Tech,333668911.14513975,3261,1756834.619144132,1.5365559281019312,0.608726466108618,Low,Moderate,7.74639497008686,1464982.970707731,0.061003022203183044,0
Finance,669817468.2429919,2343,5053558.51753405,7.228454977357703,0.6833394398514907,High,Rich,4.936128151893353,3880785.435892288,0.23146442526277797,0
Retail,994145221.8599464,3782,6939751.367853146,2.2598863904958657,0.6954587134205812,Low,Rich,9.393769562985861,1821094.778188309,0.1188801870370512,0
Finance,662177350.6595292,3879,7001644.478328912,4.742367112165699,0.9882282647177051,Low,Poor,6.692249821703297,4078709.3043599795,0.36358186799576403,1
Manufacturing,558225633.9526548,1560,6521525.672011274,5.937295735492196,0.9773331784395345,High,Rich,3.5946622409883067,1665655.1138566316,0.18104474271012735,0
Healthcare,730919859.7290069,525,2825353.3131734156,4.624655362721477,0.9000687913760379,High,Poor,6.746095635869294,901419.6882277088,0.04370633360998203,0
Retail,465740406.67143446,1026,1646445.0299975576,5.6765050822270675,0.6208294604095925,Medium,Moderate,3.5813417248632806,2235656.9616166805,0.0723153853695767,0
Tech,61082200.25818443,1257,6395809.235584438,9.968736779187573,0.5340186570458348,Medium,Poor,3.6426915258388677,2316145.110216781,0.13383257448144634,0
Manufacturing,562734519.0620319,2010,6033090.949780433,2.2169558234156925,0.6584520688603124,Medium,Moderate,4.596386604587811,178930.27089175116,0.058682317769699205,0
Finance,957667659.2208748,607,1875624.5018634857,7.07910440802783,0.6333972747169154,Medium,Moderate,8.671873758122072,673520.856260998,0.05443436923530335,0
Manufacturing,176127639.41530198,932,7080877.541148577,4.564008697470537,0.752962900073197,High,Moderate,5.5026808695459275,1006137.4919868055,0.06405690475039708,0
Retail,690314885.9298451,2244,4606202.718163199,2.197088190165959,0.8888639550338966,Low,Moderate,7.110107580071867,656577.855155507,0.0876467129223208,0
Finance,201732754.9703974,4811,6710829.856871214,2.428630870368786,0.929161469439429,Medium,Moderate,4.527709662470167,1773477.7695646826,0.2171291117610431,0
Healthcare,536291856.7886082,2717,8389934.089724492,9.543457956210553,0.9224320427052543,Medium,Poor,3.3724489582619332,4826651.992523388,0.478365421600813,1
Manufacturing,97579773.1970729,4727,1780311.4429115392,8.916413470405859,0.6798377806115339,High,Moderate,9.591761446446082,2595190.437802682,0.5730745119672945,1
Retail,450920565.32192695,4840,289534.1931686831,9.163377643735197,0.8436171717303415,High,Rich,6.432231224107563,3175024.516966168,0.7483010483903171,1
Tech,756407165.5663508,1660,7813115.605318289,9.923794982446479,0.6564170987621101,Low,Rich,9.405562047244464,1846293.7447628381,0.2162697372081051,0
Finance,348223952.7147431,3538,6136004.509010898,2.8748385100766614,0.5304527716175913,Low,Moderate,2.8307170197848355,1685090.0320514159,0.10790659809589423,0
Manufacturing,665246812.7627308,2504,7026431.739259005,4.198954036276556,0.8507826328014712,High,Rich,2.3220474752163947,213419.18238354096,0.17890565027338626,0
Manufacturing,795654510.8289394,4544,8397734.25238756,7.022971269323801,0.5049137762848939,Medium,Poor,8.702406164115132,2551634.9128125096,0.322260020541128,1
Healthcare,927250641.6599733,1996,8047828.254762555,5.354222858745826,0.7045912937292442,Medium,Poor,7.1282549135552635,2469684.1330831647,0.15059974933345988,0
Healthcare,235407439.7735981,4860,9613109.454595365,4.765505800405002,0.6646896346510378,Medium,Moderate,2.679206493282772,873370.5582875028,0.30788900047354417,1
Tech,399916599.89349884,4849,5405757.280635971,4.220301244020337,0.8466887692594263,Low,Moderate,3.4242373059718396,3845187.601012848,0.3465368559884256,1
Tech,153263597.31708702,2858,4936106.763333064,6.34402568749107,0.8831227363801895,Medium,Moderate,8.2059754737278,2514104.2185239145,0.32024194804575806,1
Retail,992491018.6562169,3875,4078683.2789182276,6.180340857760738,0.6520473179856419,Medium,Rich,5.084817579963425,1761070.4537917092,0.3123152877418477,1
Retail,927073966.9563711,3586,1621541.324157625,2.453120506578161,0.9058135072224267,High,Rich,7.034864558554818,819853.6542123421,0.15936683814548624,0
Tech,540417173.150279,3852,5768811.605532022,5.2456585376659515,0.6469583802524669,Medium,Poor,3.865168199224098,2805588.052157961,0.2614524007282488,0
Tech,842191261.0820448,4227,2842423.9908271898,5.981245985888649,0.7231631799932806,High,Rich,4.431069574973891,3788803.427835168,0.3656707419765293,1
Finance,521437019.2947701,4749,9220944.370908458,6.1325824485825144,0.8635092635070669,Medium,Poor,9.916413027607945,1481796.8281563611,0.5029705557542544,1
Healthcare,623962102.314757,2020,5873588.962343266,2.890964736211166,0.8464601146123942,Low,Rich,3.228553784572467,1172092.3227259405,0.09886228821492923,0
Retail,90035307.6839006,3872,5969117.787030291,7.6804425302705805,0.9936842361561,Medium,Poor,5.558107393328626,2657481.323916427,0.5910170207698958,1
Healthcare,755515150.0763111,2869,3613754.142682399,1.2267918533896267,0.6125805121079659,Medium,Moderate,8.59962108871479,861182.182299083,0.04312157389964373,0
Healthcare,128585770.15159959,952,614694.5845793041,4.193486699888464,0.8311589567697912,High,Rich,3.1530089229927216,3366405.5943119964,0.06636304474466681,0
Tech,826241562.6222758,414,414263.2771925873,8.021913836820701,0.8048409541378887,High,Poor,4.736923810158976,3066183.7769267294,0.05345870043171247,0
Finance,782246059.5827155,4308,4291017.927116656,6.075036289498621,0.957549227245015,High,Rich,6.535821586329895,526702.0429980003,0.5012053255952743,1
Manufacturing,709035953.0452335,3169,937197.2431626547,3.350461892597742,0.5781810708224375,Medium,Moderate,5.330693363275922,278949.85896873195,0.12277806560818033,0
Finance,37124220.144237354,2608,6107784.859847377,7.254578074087429,0.8758990817934664,Medium,Poor,5.135520399132857,3139414.397684066,0.33143915476621677,1
Finance,303825227.5893833,1913,8821632.755832609,6.106518497404661,0.7841343081343841,Low,Rich,4.262587581899113,1542039.4925448298,0.18320153093958322,0
Healthcare,263849457.340932,165,8840856.683535349,8.166192485107484,0.6373329348939527,Medium,Rich,6.279816949974326,523584.1905496528,0.01717512529736023,0
Finance,360776271.0640476,2434,6624549.560309101,7.61522667570841,0.737217457073587,Low,Moderate,6.619354281312493,3821200.654286784,0.27329331922596073,0
Retail,88555104.0170747,3985,2191195.131582017,6.490971298326112,0.666888298534899,High,Moderate,6.879605868112264,1638815.614786456,0.34500159855687135,1
Healthcare,937020865.2080318,4985,8643668.630452834,5.393599077797326,0.7896567013942304,High,Poor,1.6333129711542638,2352037.7932272954,0.4246314381447151,1
Retail,554248438.471664,2540,8872325.00960076,2.1986391310077105,0.9445003054073329,High,Rich,6.67930758140844,1260383.3445234692,0.10549205880043862,0
Manufacturing,306218786.3473655,992,2046870.4910342912,3.351997160968454,0.784652492206101,Low,Rich,9.579134609031096,3173853.6839540266,0.05218223405623798,0
Healthcare,397584535.55720913,1774,7400518.249129705,4.771895256253767,0.815861209163292,Medium,Moderate,5.868876119752753,1577293.2352363612,0.13813088621408068,0
Manufacturing,447755337.9643308,2384,2936543.534378517,6.393693583057498,0.7593739235573547,High,Moderate,7.437403742583199,4843302.710015379,0.23149613540681221,0
Healthcare,600993739.0272567,2817,8046139.092294004,5.6233706969377435,0.525582753222738,Medium,Poor,6.01059076983296,3544442.988222842,0.16651549844628008,0
Tech,516163748.2688013,1187,9972655.209045667,3.5936607336357653,0.6164292784380472,Medium,Rich,8.692665567327808,769939.1542299824,0.052589742831493286,0
Finance,919472581.241203,2577,397257.45276098885,1.058179220107395,0.7460008647160414,High,Rich,9.36624785137812,2141804.7143999874,0.04068581068559913,0
Tech,497466519.4229244,4167,8983922.071330225,5.466152997107326,0.6551176418723523,Low,Poor,2.6579790936672336,1988563.3886764052,0.2984383116199474,0
Manufacturing,992165856.8084893,3470,6264042.282626715,3.570633897060188,0.5908817988805971,Medium,Poor,4.931740329014139,2717810.842529877,0.14642168706858386,0
Finance,851573532.7873507,4828,9736487.92973173,7.611474706394816,0.7520664209592192,High,Moderate,4.531438908394492,4225460.304948341,0.552741743246127,1
Healthcare,209302003.84297848,3956,4703594.223511633,1.2155163874343513,0.6614048967239252,Medium,Moderate,4.646936109693508,2958767.8743967083,0.06360840458396688,0
Finance,930664619.4292723,3687,8489140.5126566,6.263450301752118,0.6290538215867074,Medium,Poor,2.129717631050883,401627.72023999644,0.2905390914883881,0
Retail,117250031.48759061,3003,717701.2791229446,9.473268137554589,0.7319927087201904,Medium,Poor,8.322541533826474,3311536.91433399,0.41647785405874194,1
Finance,817632258.7827004,2417,3419262.595775128,2.5696834040034955,0.5666421290410866,Medium,Rich,1.3218961871344173,140499.95993470613,0.07038743289779426,0
Retail,381242670.1831035,4271,763463.7237369787,5.244845416755358,0.9638728665377037,Medium,Poor,5.754039469544412,3921806.256647926,0.4318292088018715,1
Finance,878096346.1246245,326,9755897.021442799,1.8227979263542435,0.9338510489596195,Low,Poor,6.956905492402221,3366516.754815086,0.011098485846298987,0
Retail,868188633.4173429,2049,8188041.681991183,6.631137210352174,0.8538102928702677,Low,Rich,2.867224942529895,1613049.7259276712,0.23201782668490983,0
Manufacturing,806119474.7175035,1277,8540219.470335107,5.954785125366031,0.5531069137942282,High,Poor,9.152651728889161,1532964.8424886272,0.08411938229939399,0
Tech,790240405.8707544,3802,9385855.791195553,4.666289717915491,0.8879386272348465,Low,Moderate,8.546942863223137,4011537.683076897,0.31506253052230926,1
Healthcare,305374459.9589428,3785,942524.512585875,5.692393193263671,0.9039786640545096,Low,Moderate,5.239753565355327,3938349.7904306403,0.3895372109548444,1
Finance,81838363.76820092,745,3917416.1658820002,9.069171926221092,0.8838823088571688,Low,Rich,4.700340391061248,1826281.5364461236,0.11943960126140664,0
Tech,403577198.5863963,1359,803245.401535621,2.766648720799603,0.5569829435596205,Medium,Poor,3.1291113268999005,1564843.8675909236,0.04188373171096854,0
Healthcare,174350990.47152215,4202,2186851.7053452833,1.203080605348125,0.8219539785338823,Medium,Moderate,7.5699390218046725,2843141.465525671,0.08310521384088132,0
Healthcare,695256137.8135593,3284,2370721.1926729563,8.75498396229191,0.9171623978746992,High,Moderate,2.1856941966876775,140991.73392230648,0.5273934600909248,1
Retail,346753626.81124777,4164,4744161.389371029,6.1940537414911585,0.7886767006098339,High,Moderate,7.122139784594047,505068.4861340572,0.40683161670696427,1
Manufacturing,975634590.659055,2361,2758765.4577910616,9.015926099156582,0.8232036876140445,High,Moderate,8.582112875065722,718230.99172881,0.350464177362484,1
Manufacturing,641331105.2679867,2891,1099683.2574958347,6.372507010718553,0.729181739713153,Medium,Poor,3.0562441832532135,1008517.9073531536,0.2686731045730673,0
Tech,822658083.0707266,4258,1758161.7820316663,8.291449809637323,0.7643536599420263,Low,Poor,8.797846626088806,2608888.8207097985,0.5397100167001775,1
Manufacturing,133392148.06910658,3609,1558028.0791657001,4.8670602701963315,0.5171884291758626,Low,Poor,1.299908794955576,4961985.382819498,0.18169057612704295,0
Finance,862152467.79035,3448,9733460.299331753,7.748739381594419,0.8194815109866422,Medium,Poor,9.215086468478729,3297805.6685620323,0.43789245936401106,1
Manufacturing,922834433.322881,591,7616995.8184928885,9.217373202008703,0.5407236064455796,High,Moderate,2.0652600506616823,400364.0928011956,0.058911486126585734,0
Tech,487574856.900117,2744,9680838.506168664,6.1491066734998565,0.7175072971701117,High,Rich,6.811832601442293,2675338.932904985,0.2421321465431292,0
Manufacturing,606646684.8132265,4724,4453430.816428294,2.627066355061416,0.6463275488337039,High,Rich,3.2507422202254763,2533561.5407085717,0.16042187741347913,0
Finance,765044991.1020924,1138,2855847.9684603005,3.4191785352717834,0.7727139751058565,Medium,Moderate,8.528971520526524,806422.2975084425,0.06013299057546828,0
Retail,175663788.63315213,3413,8003102.652370948,2.787801192076652,0.5667081677616035,High,Moderate,5.610703248239198,4609334.607131798,0.1078419061073532,0
Tech,503063510.386979,74,3329913.7886073533,3.2217132483615964,0.8458217009866591,High,Rich,2.2171707212185123,2259749.713609308,0.004032992570134281,0
Retail,399264364.7445408,1622,3063895.399682948,3.7577390441593272,0.8975057684642351,Medium,Rich,6.138924141933806,4973339.788987725,0.10940689967866805,0
Retail,147227618.17008686,3008,2401809.322857529,5.996204080778696,0.5816772248715782,Low,Moderate,4.6709434917728485,2158354.246735605,0.20982937782417446,0
Retail,368166887.8692399,4286,1383821.88441993,6.291924665174495,0.552156543675941,Medium,Moderate,6.953030349517911,3078992.743149685,0.2978021986871912,0
Healthcare,69104137.07610807,1817,2638984.3040659833,4.83849772517675,0.5727577413936795,Medium,Poor,8.937129562871135,613336.4286120563,0.10070857062698055,0
Healthcare,26786095.0425375,4793,3617665.509891488,6.538787018387519,0.9385637809492509,Medium,Poor,4.6845021806507665,2325716.336653659,0.5882994023994162,1
Retail,136031122.86566794,2285,6772542.660642731,1.7341743305022934,0.7640946308781781,Medium,Rich,3.6089261158047368,1269952.880619469,0.060555849578920753,0
Tech,963151996.4775847,250,719391.9379725707,1.7900941335234397,0.7336304980037514,Low,Moderate,1.130635850748479,4194267.5129990517,0.006566338253251974,0
Finance,549980006.3591219,3248,2184018.702686895,2.546465143218926,0.5533559095511771,High,Rich,6.173551340738874,3941205.9658509456,0.09153523574388936,0
Finance,965856338.9920667,306,8109334.038887597,5.662697482363103,0.8247780033784808,Medium,Poor,4.620472906882902,4138481.9981642566,0.028583266138227512,0
Manufacturing,433065380.45180184,3797,1554527.0434793306,2.925952108284822,0.933999795947545,Low,Poor,4.371842971133459,3645686.245013962,0.20753176875853835,0
Tech,312504316.9521743,4692,3492186.9505729633,3.549559631433196,0.9140929346617265,High,Rich,2.646417891557913,4180147.795738251,0.3044758333629946,1
Healthcare,506635720.9774039,2291,8660123.326395586,4.602815525556947,0.8130273544904006,High,Poor,4.8704981067214685,1084060.8758571122,0.17146828809035058,0
Retail,440072176.9442772,3225,1633760.5803200824,8.306795116093419,0.5376393583258368,High,Moderate,9.859977582250314,2315014.505241028,0.2880608697394626,0
Manufacturing,106559019.57748216,3656,919094.67262008,1.124759223215741,0.5561985135880065,Medium,Rich,3.679787383050199,3490049.711735244,0.045743097520052345,0
Finance,641185488.375516,3386,4896926.151292107,6.8444093821296015,0.5246544935549123,Medium,Moderate,6.3973397206729015,3223223.239882161,0.24317914334967355,0
Healthcare,216822144.32709,4947,3093953.1616575103,7.019888779366168,0.6287396082462346,High,Moderate,7.988381931841001,3610136.966083026,0.4366897090587472,1
Healthcare,619968366.9429318,463,5677742.808390155,8.187902023209729,0.5678307335801889,High,Poor,7.742420408588785,1198866.0774410353,0.04305291073810073,0
